Well	Integral:Integral[OpticalDensity:600]	maxOD:MeanMaxOD[OpticalDensity:600]	maxOD:tatMeanMaxOD[OpticalDensity:600]	CustomStatistics:MaxV[OpticalDensity:600]	CustomStatistics:YIntercept[OpticalDensity:600]	CustomStatistics:R[OpticalDensity:600]	CustomStatistics:R-Squared[OpticalDensity:600]	CustomStatistics:tatMaxV[OpticalDensity:600]	CustomStatistics:Lagtime[OpticalDensity:600]	CustomStatistics:MaxVCalc-tmin[OpticalDensity:600]	CustomStatistics:MaxVCalc-tmax[OpticalDensity:600]	Early_MaxV:MaxV[OpticalDensity:600]	Early_MaxV:R-Squared[OpticalDensity:600]	Early_MaxV:tatMaxV[OpticalDensity:600]	Early_MaxV:Lagtime[OpticalDensity:600]
C12	7474,650	0,087	21:58:04	-0,009	0,088	-0,795	0,633	2:58:04	2:04:44	2:38:04	3:18:04	-0,040	1,000	4:43:04	4:28:04
D1	7693,470	0,090	2:18:04	0,054	0,083	0,851	0,724	1:58:04	1:49:11	1:38:04	2:18:04	0,180	1,000	2:03:04	1:58:37
D2	95945,280	1,476	23:48:04	3,875	-0,260	1,000	1,000	4:28:04	1:42:04	4:08:04	4:48:04	4,020	1,000	4:23:04	1:52:09
D3	7698,030	0,090	0:28:04	0,012	0,074	0,973	0,947	20:48:04	20:59:44	20:28:04	21:08:04	-0,040	1,000	4:33:04	4:15:34
D4	80718,090	1,349	23:48:04	4,531	-0,597	1,000	1,000	3:18:04	2:31:41	2:58:04	3:38:04	4,680	1,000	3:13:04	2:33:05
D5	7665,120	0,089	0:28:04	0,011	0,079	0,839	0,703	14:08:04	14:48:04	13:48:04	14:28:04	-0,040	1,000	4:33:04	4:20:34
D6	85833,840	1,379	23:48:04	3,985	-0,451	0,999	0,999	3:08:04	2:16:27	2:48:04	3:28:04	4,440	1,000	3:03:04	2:21:10
D7	7591,860	0,088	0:28:04	-0,011	0,090	-0,904	0,818	2:58:04	2:23:31	2:38:04	3:18:04	-0,040	1,000	5:03:04	4:50:34
D8	91343,400	1,466	23:48:04	4,594	-0,563	0,998	0,996	3:58:04	2:23:34	3:38:04	4:18:04	5,490	1,000	3:53:04	2:38:30
D9	7607,670	0,088	21:08:04	-0,012	0,102	-0,894	0,800	18:58:04	19:14:44	18:38:04	19:18:04	0,040	1,000	1:53:04	1:58:04
D10	93195,330	1,508	23:48:04	7,613	-1,981	0,998	0,996	5:48:04	4:33:25	5:28:04	6:08:04	2,300	1,000	5:03:04	2:35:56
D11	7495,320	0,087	23:28:04	-0,010	0,088	-1,000	1,000	1:28:04	0:58:04	1:08:04	1:48:04	-0,050	1,000	3:03:04	2:54:04
D12	98223,030	1,517	23:48:04	7,007	-1,430	0,995	0,990	5:18:04	3:40:13	4:58:04	5:38:04	5,190	1,000	4:23:04	3:06:23
E1	8056,410	0,144	23:48:04	0,555	-0,648	0,999	0,998	23:48:04	22:09:00	23:28:04	24:08:04	0,040	1,000	1:53:04	1:53:04
E2	7636,170	0,089	23:38:04	0,009	0,077	0,783	0,614	20:38:04	20:55:51	20:18:04	20:58:04	0,030	1,000	2:33:04	2:41:24
E3	31068,390	0,757	23:48:04	1,368	-0,708	0,998	0,996	12:08:04	9:46:42	11:48:04	12:28:04	0,040	1,000	3:23:04	3:05:34
E4	7601,130	0,089	23:18:04	-0,010	0,102	-0,870	0,758	22:28:04	23:42:04	22:08:04	22:48:04	-0,030	1,000	4:33:04	4:28:04
E5	32266,530	0,712	23:48:04	1,992	-0,982	1,000	1,000	10:18:04	8:58:33	9:58:04	10:38:04	-0,040	1,000	3:03:04	3:10:34
E6	7508,670	0,088	0:28:04	-0,012	0,089	-0,949	0,900	2:58:04	2:08:04	2:38:04	3:18:04	0,050	1,000	3:23:04	3:34:04
E7	40312,890	0,798	23:48:04	1,467	-0,545	0,996	0,992	12:08:04	7:13:50	11:48:04	12:28:04	0,490	1,000	5:03:04	3:49:05
E8	7840,680	0,092	0:28:04	-0,013	0,095	-0,876	0,768	4:38:04	3:36:32	4:18:04	4:58:04	-0,040	1,000	4:33:04	4:13:04
E9	37352,040	0,755	23:48:04	1,838	-0,664	0,999	0,998	8:48:04	6:51:56	8:28:04	9:08:04	0,170	1,000	4:53:04	4:02:11
E10	8064,480	0,094	22:28:04	0,010	0,091	0,884	0,781	3:28:04	4:10:04	3:08:04	3:48:04	-0,030	1,000	1:03:04	0:54:44
E11	39155,670	0,850	23:48:04	1,632	-0,579	0,999	0,998	8:38:04	6:52:43	8:18:04	8:58:04	0,170	1,000	5:03:04	4:03:57
E12	7599,210	0,088	22:08:04	-0,012	0,090	-0,926	0,857	2:58:04	2:23:04	2:38:04	3:18:04	-0,030	1,000	0:43:04	0:38:04
F1	7701,480	0,089	23:38:04	-0,009	0,097	-0,959	0,920	14:38:04	14:18:04	14:18:04	14:58:04	-0,040	1,000	4:03:04	3:45:34
F2	75309,150	1,392	23:48:04	2,704	-0,337	1,000	0,999	4:38:04	2:41:21	4:18:04	4:58:04	3,520	1,000	3:53:04	2:56:49
F3	7489,350	0,087	0:28:04	-0,011	0,088	-0,839	0,703	1:48:04	1:17:09	1:28:04	2:08:04	0,040	1,000	4:53:04	5:08:04
F4	77063,400	1,414	23:48:04	2,391	-0,214	1,000	0,999	3:28:04	2:10:44	3:08:04	3:48:04	2,590	1,000	3:23:04	2:16:50
F5	7661,310	0,089	0:28:04	-0,010	0,090	-0,870	0,758	2:58:04	1:52:04	2:38:04	3:18:04	0,040	1,000	1:53:04	2:00:34
F6	71918,430	1,363	23:48:04	2,443	-0,273	1,000	0,999	3:48:04	2:28:57	3:28:04	4:08:04	2,590	1,000	3:43:04	2:33:14
F7	7566,240	0,088	0:28:04	-0,012	0,089	-0,775	0,600	1:48:04	1:14:44	1:28:04	2:08:04	-0,040	1,000	2:03:04	1:53:04
F8	83625,330	1,493	23:48:04	2,832	-0,300	1,000	1,000	3:58:04	2:18:52	3:38:04	4:18:04	3,080	1,000	3:13:04	2:23:41
F9	7583,190	0,088	18:58:04	-0,009	0,091	-0,850	0,723	5:58:04	5:31:24	5:38:04	6:18:04	-0,040	1,000	3:03:04	2:53:04
F10	74852,520	1,446	23:48:04	2,536	-0,314	1,000	1,000	4:18:04	2:43:05	3:58:04	4:38:04	2,580	1,000	4:13:04	2:44:53
F11	7461,510	0,087	21:18:04	-0,012	0,087	-0,915	0,837	0:48:04	0:28:04	0:28:04	1:08:04	0,050	1,000	1:53:04	2:02:04
F12	79436,550	1,468	23:48:04	2,670	-0,306	1,000	0,999	3:58:04	2:32:08	3:38:04	4:18:04	2,940	1,000	4:13:04	2:42:07
G1	94235,520	1,388	23:48:04	5,230	-0,412	0,996	0,993	2:38:04	1:44:30	2:18:04	2:58:04	6,490	1,000	2:43:04	2:00:46
G2	9153,060	0,106	18:48:04	0,019	0,104	0,918	0,843	0:38:04	?????	0:18:04	0:58:04	0,060	1,000	4:53:04	4:48:04
G3	92658,420	1,362	23:48:04	4,219	-0,292	1,000	0,999	2:28:04	1:34:57	2:08:04	2:48:04	4,930	1,000	4:33:04	2:16:51
G4	7707,510	0,090	23:38:04	-0,012	0,102	-0,926	0,857	18:08:04	18:14:44	17:48:04	18:28:04	-0,030	1,000	1:43:04	1:31:24
G5	85173,690	1,332	23:48:04	5,006	-0,797	1,000	0,999	4:18:04	2:58:22	3:58:04	4:38:04	5,550	1,000	4:13:04	3:06:18
G6	7885,380	0,092	0:28:04	-0,010	0,092	-0,870	0,758	1:58:04	1:12:04	1:38:04	2:18:04	-0,030	1,000	2:03:04	1:58:04
G7	93347,940	1,407	21:28:04	7,527	-1,534	0,992	0,985	4:58:04	3:37:08	4:38:04	5:18:04	10,390	1,000	4:53:04	3:59:09
G8	7525,650	0,087	18:48:04	0,012	0,084	0,586	0,343	4:08:04	4:41:24	3:48:04	4:28:04	0,070	1,000	2:33:04	2:33:47
G9	93762,870	1,390	23:48:04	5,695	-0,540	1,000	1,000	2:58:04	1:52:48	2:38:04	3:18:04	6,090	1,000	3:13:04	1:58:41
G10	7748,580	0,090	18:18:04	-0,012	0,093	-0,866	0,750	4:28:04	3:59:44	4:08:04	4:48:04	0,070	1,000	2:33:04	2:36:38
G11	103023,750	1,490	21:28:04	4,494	-0,288	1,000	1,000	2:48:04	1:27:51	2:28:04	3:08:04	4,730	1,000	2:33:04	1:32:46
G12	7470,420	0,087	23:38:04	0,010	0,073	0,945	0,893	22:08:04	22:02:04	21:48:04	22:28:04	0,040	1,000	1:53:04	2:03:04
H1	7538,670	0,088	21:58:04	-0,009	0,088	-0,938	0,880	0:48:04	0:19:11	0:28:04	1:08:04	0,030	1,000	3:33:04	3:41:24
H2	101498,700	1,467	23:48:04	5,057	-0,167	0,999	0,998	1:38:04	0:55:22	1:18:04	1:58:04	5,940	1,000	1:33:04	1:02:57
H3	7728,120	0,090	23:38:04	0,011	0,080	0,904	0,818	13:58:04	13:32:37	13:38:04	14:18:04	0,030	1,000	4:13:04	4:24:44
H4	100469,130	1,510	23:48:04	5,165	-0,404	0,998	0,996	2:28:04	1:37:48	2:08:04	2:48:04	6,300	1,000	2:23:04	1:46:01
H5	74550,870	1,403	23:48:04	5,682	-2,153	1,000	1,000	7:28:04	6:35:07	7:08:04	7:48:04	0,570	1,000	2:53:04	2:48:04
H6	97594,920	1,500	23:48:04	5,457	-0,647	0,999	0,998	3:38:04	2:17:38	3:18:04	3:58:04	6,370	1,000	3:23:04	2:27:32
H7	7456,470	0,087	18:48:04	-0,010	0,087	-0,962	0,926	0:38:04	0:20:04	0:18:04	0:58:04	-0,030	1,000	5:03:04	4:51:24
H8	99005,040	1,507	23:48:04	4,300	-0,390	0,993	0,987	4:28:04	1:53:51	4:08:04	4:48:04	6,150	1,000	4:13:04	2:36:08
H9	7785,840	0,091	18:48:04	0,010	0,079	0,811	0,658	18:38:04	17:32:04	18:18:04	18:58:04	-0,030	1,000	2:43:04	2:38:04
H10	99966,780	1,535	23:48:04	6,240	-0,940	0,991	0,982	3:58:04	2:48:34	3:38:04	4:18:04	8,850	1,000	3:53:04	3:09:17
H11	7803,450	0,091	22:28:04	-0,011	0,103	-0,957	0,917	18:58:04	19:58:04	18:38:04	19:18:04	0,040	1,000	1:53:04	1:55:34
H12	102577,500	1,515	23:48:04	4,253	-0,219	1,000	0,999	3:58:04	1:20:26	3:38:04	4:18:04	4,510	1,000	4:13:04	1:34:44
