,Plasmid,Sample,Replicate,Antibiotic,Project,Species,Vmax_day3,lag_day3,AUC_day3,ODmax_day3,Day.y,AUC,ODmax,Replicate_cntrl,y0,y0_lm,Vmax,lag,r2,Day,Treatment
273,NO,C232,5,NO,OXA-48,Ec,"0,0138484005717686","24,051,641,536,472","113,945,500,000,001","1,076",9,"115,581,500,000,001","1,127",6,"0,127","0,0732037242643954","0,00926124304276398","59,488,859,790,493","0,999725949363294",9,Control
274,NO,C232,5,NO,OXA-48,Ec,"0,0138484005717686","24,051,641,536,472","113,945,500,000,001","1,076",11,"121,419,500,000,001","1,158",6,"0,163","0,0955736038720285","0,00959527674787092","556,371,163,675,405","0,999532178093851",11,Control
275,NO,C232,5,NO,OXA-48,Ec,"0,0138484005717686","24,051,641,536,472","113,945,500,000,001","1,076",13,"1143,54","1,119",6,"0,102","0,0356090626689111","0,0115430314116021","911,695,204,618,755","0,999234325709928",13,Control
276,NO,C232,5,NO,OXA-48,Ec,"0,0138484005717686","24,051,641,536,472","113,945,500,000,001","1,076",15,"121,211,500,000,001","1,161",6,"0,106","0,0351750512211383","0,0114899191100717","960,060,749,222,799","0,999497419763498",15,Control
277,NO,C286,0,NO,OXA-48,Ec,NA,NA,"117,601,000,000,001","1,114",1,"115,918,500,000,002","1,251",1,NA,NA,NA,NA,NA,1,Control
278,NO,C286,0,NO,OXA-48,Ec,NA,NA,"117,601,000,000,001","1,114",3,"117,601,000,000,001","1,114",1,NA,NA,NA,NA,NA,3,Control
279,NO,C286,0,NO,OXA-48,Ec,NA,NA,"117,601,000,000,001","1,114",5,"122,878,000,000,001","1,152",1,NA,NA,NA,NA,NA,5,Control
280,NO,C286,0,NO,OXA-48,Ec,NA,NA,"117,601,000,000,001","1,114",7,"117,435,500,000,001","1,106",1,NA,NA,NA,NA,NA,7,Control
281,NO,C286,0,NO,OXA-48,Ec,NA,NA,"117,601,000,000,001","1,114",9,"126,677,499,999,999","1,186",1,NA,NA,NA,NA,NA,9,Control
282,NO,C286,0,NO,OXA-48,Ec,NA,NA,"117,601,000,000,001","1,114",11,"1162,74","1,107",1,NA,NA,NA,NA,NA,11,Control
283,NO,C286,0,NO,OXA-48,Ec,NA,NA,"117,601,000,000,001","1,114",13,"1,237,645","1,197",1,NA,NA,NA,NA,NA,13,Control
284,NO,C286,0,NO,OXA-48,Ec,NA,NA,"117,601,000,000,001","1,114",15,"128,186,500,000,002","1,198",1,NA,NA,NA,NA,NA,15,Control
285,NO,C286,1,NO,OXA-48,Ec,"0,0103764956154429","237,151,090,813,563","115,565,500,000,001","1,098",1,"114,994,499,999,999","1,224",2,"0,093","0,0102078762396827","0,0163966868060001","134,749,167,110,477","0,987239969713727",1,Control
286,NO,C286,1,NO,OXA-48,Ec,"0,0103764956154429","237,151,090,813,563","115,565,500,000,001","1,098",3,"115,565,500,000,001","1,098",2,"0,132","0,103205505261719","0,0103764956154429","237,151,090,813,563","0,998371274054036",3,Control
287,NO,C286,1,NO,OXA-48,Ec,"0,0103764956154429","237,151,090,813,563","115,565,500,000,001","1,098",5,"1,168,625","1,107",2,"0,155","0,122801817282206","0,00968699330092177","2,403,772,722,528","0,998702999188829",5,Control
288,NO,C286,1,NO,OXA-48,Ec,"0,0103764956154429","237,151,090,813,563","115,565,500,000,001","1,098",7,"1,181,085","1,089",2,"0,113","0,0702088757402155","0,0122565720906805","388,292,156,327,198","0,995124081288655",7,Control
289,NO,C286,1,NO,OXA-48,Ec,"0,0103764956154429","237,151,090,813,563","115,565,500,000,001","1,098",9,"1,234,425","1,167",2,"0,13","0,0809766125827326","0,0120617587466577","392,458,580,016,269","0,999692007066667",9,Control
290,NO,C286,1,NO,OXA-48,Ec,"0,0103764956154429","237,151,090,813,563","115,565,500,000,001","1,098",11,"1,208,785","1,164",2,"0,129","0,106862938178797","0,00904765688183215","208,081,876,974,822","0,999056336547154",11,Control
291,NO,C286,1,NO,OXA-48,Ec,"0,0103764956154429","237,151,090,813,563","115,565,500,000,001","1,098",13,"1293,74","1,264",2,"0,103","0,0377043534834444","0,0123139733343178","816,108,169,267,742","0,990191594405727",13,Control
292,NO,C286,1,NO,OXA-48,Ec,"0,0103764956154429","237,151,090,813,563","115,565,500,000,001","1,098",15,"141,252,000,000,002","1,32",2,"0,151","0,108638443963568","0,00982698902335176","33,505,125,038,116","0,999183271099847",15,Control
293,NO,C286,2,NO,OXA-48,Ec,"0,0112225722301736","329,847,124,565,697","118,089,000,000,001","1,118",1,"108,691,000,000,001","1,19",3,"0,092","0,0140941291375175","0,0152950478779722","122,656,055,382,466","0,990985760286448",1,Control
294,NO,C286,2,NO,OXA-48,Ec,"0,0112225722301736","329,847,124,565,697","118,089,000,000,001","1,118",3,"118,089,000,000,001","1,118",3,"0,112","0,0773488379209444","0,0112225722301736","329,847,124,565,697","0,999365798994677",3,Control
295,NO,C286,2,NO,OXA-48,Ec,"0,0112225722301736","329,847,124,565,697","118,089,000,000,001","1,118",5,"1226,33","1,164",3,"0,148","0,124055427364576","0,00836268542806705","211,037,249,546,178","0,995975885765701",5,Control
296,NO,C286,2,NO,OXA-48,Ec,"0,0112225722301736","329,847,124,565,697","118,089,000,000,001","1,118",7,"118,465,499,999,998","1,132",3,"0,193","0,140637332772357","0,00964554119858637","328,136,818,412,473","0,998758105173096",7,Control
297,NO,C286,2,NO,OXA-48,Ec,"0,0112225722301736","329,847,124,565,697","118,089,000,000,001","1,118",9,"122,941,500,000,001","1,182",3,"0,138","0,0883741101559713","0,011254706096559","395,989,576,381,649","0,999368868419105",9,Control
298,NO,C286,2,NO,OXA-48,Ec,"0,0112225722301736","329,847,124,565,697","118,089,000,000,001","1,118",11,"123,845,500,000,001","1,174",3,"0,118","0,0717433628475647","0,0106872226123934","465,592,695,144,525","0,998703852923895",11,Control
299,NO,C286,2,NO,OXA-48,Ec,"0,0112225722301736","329,847,124,565,697","118,089,000,000,001","1,118",13,"1295,73","1,224",3,"0,103","0,0403435913519047","0,0121252992465183","773,008,907,691,778","0,999098422674523",13,Control
300,NO,C286,2,NO,OXA-48,Ec,"0,0112225722301736","329,847,124,565,697","118,089,000,000,001","1,118",15,"126,522,499,999,999","1,182",3,"0,157","0,120619024999838","0,00988124332796907","26,677,693,468,993","0,999584415994298",15,Control
301,NO,C286,3,NO,OXA-48,Ec,"0,00981395846029496","231,868,742,580,447","120,325,500,000,001","1,143",1,"122,115,000,000,004","1,309",4,"0,092","0,0140259815956408","0,0134559219898843","139,780,621,536,702","0,995140691546525",1,Control
302,NO,C286,3,NO,OXA-48,Ec,"0,00981395846029496","231,868,742,580,447","120,325,500,000,001","1,143",3,"120,325,500,000,001","1,143",4,"0,117","0,0931879958967617","0,00981395846029496","231,868,742,580,447","0,999235700564415",3,Control
303,NO,C286,3,NO,OXA-48,Ec,"0,00981395846029496","231,868,742,580,447","120,325,500,000,001","1,143",5,"1,245,345","1,168",4,"0,128","0,0884816177729882","0,0112972643950696","326,836,151,963,591","0,999445820399925",5,Control
304,NO,C286,3,NO,OXA-48,Ec,"0,00981395846029496","231,868,742,580,447","120,325,500,000,001","1,143",7,"113,386,500,000,001","1,08",4,"0,116","0,072471090836045","0,0114701245496425","410,111,026,972,408","0,998610940100615",7,Control
305,NO,C286,3,NO,OXA-48,Ec,"0,00981395846029496","231,868,742,580,447","120,325,500,000,001","1,143",9,"121,400,999,999,999","1,171",4,"0,117","0,0748095781710246","0,00984596776218529","454,224,529,677,975","0,999513116875306",9,Control
306,NO,C286,3,NO,OXA-48,Ec,"0,00981395846029496","231,868,742,580,447","120,325,500,000,001","1,143",11,"1,265,995","1,183",4,"0,136","0,0887076861345123","0,0106348771540592","401,799,043,687,474","0,999249051474178",11,Control
307,NO,C286,3,NO,OXA-48,Ec,"0,00981395846029496","231,868,742,580,447","120,325,500,000,001","1,143",13,"127,026,499,999,999","1,2",4,"0,11","0,0690764975290505","0,0108313343426898","42,955,539,986,385","0,999538734883824",13,Control
308,NO,C286,3,NO,OXA-48,Ec,"0,00981395846029496","231,868,742,580,447","120,325,500,000,001","1,143",15,"1238,69","1,191",4,"0,154","0,114540650667727","0,00823465688547048","359,484,091,296,284","0,99671755860513",15,Control
309,NO,C286,4,NO,OXA-48,Ec,"0,0101466292703586","252,055,802,169,747","121,873,000,000,001","1,128",1,"117,587,500,000,001","1,237",5,"0,097","0,0114575487337045","0,0151043097472816","141,420,708,620,139","0,995500159103099",1,Control
310,NO,C286,4,NO,OXA-48,Ec,"0,0101466292703586","252,055,802,169,747","121,873,000,000,001","1,128",3,"121,873,000,000,001","1,128",5,"0,107","0,0828537625179673","0,0101466292703586","252,055,802,169,747","0,99906954252646",3,Control
311,NO,C286,4,NO,OXA-48,Ec,"0,0101466292703586","252,055,802,169,747","121,873,000,000,001","1,128",5,"122,916,000,000,001","1,173",5,"0,13","0,107654341027253","0,0102184095479497","184,577,552,105,658","0,999569760415507",5,Control
312,NO,C286,4,NO,OXA-48,Ec,"0,0101466292703586","252,055,802,169,747","121,873,000,000,001","1,128",7,"133,924,999,999,998","1,255",5,"0,123","0,0924276000371322","0,0104063036679771","274,601,557,617,465","0,998663786771819",7,Control
313,NO,C286,4,NO,OXA-48,Ec,"0,0101466292703586","252,055,802,169,747","121,873,000,000,001","1,128",9,"1346,86","1,3",5,"0,128","0,0942616479638313","0,00893964099650692","342,246,248,505,954","0,998721006257145",9,Control
314,NO,C286,4,NO,OXA-48,Ec,"0,0101466292703586","252,055,802,169,747","121,873,000,000,001","1,128",11,"1,414,175","1,349",5,"0,19","0,133294564462052","0,00902927298261561","39,257,050,176,517","0,998077079523387",11,Control
315,NO,C286,4,NO,OXA-48,Ec,"0,0101466292703586","252,055,802,169,747","121,873,000,000,001","1,128",13,"142,701,499,999,998","1,352",5,"0,123","0,0680466498611105","0,0113182127342205","523,042,702,887,506","0,998864262886176",13,Control
316,NO,C286,4,NO,OXA-48,Ec,"0,0101466292703586","252,055,802,169,747","121,873,000,000,001","1,128",15,"137,645,500,000,002","1,313",5,"0,101","0,0386294954111619","0,0125358457483628","766,684,930,270,223","0,992393551304518",15,Control
317,NO,C286,5,NO,OXA-48,Ec,"0,0104001001387394","238,537,717,133,286","1,287,285","1,197",1,"124,686,500,000,002","1,262",6,"0,093","0,0142984953720773","0,0151178392800234","123,856,666,649,007","0,992026985323865",1,Control
318,NO,C286,5,NO,OXA-48,Ec,"0,0104001001387394","238,537,717,133,286","1,287,285","1,197",3,"1,287,285","1,197",6,"0,135","0,105339994720142","0,0104001001387394","238,537,717,133,286","0,999614283855711",3,Control
319,NO,C286,5,NO,OXA-48,Ec,"0,0104001001387394","238,537,717,133,286","1,287,285","1,197",5,"126,409,999,999,999","1,206",6,"0,113","0,0808250234697293","0,0113799696790771","294,465,815,089,025","0,999380514221302",5,Control
320,NO,C286,5,NO,OXA-48,Ec,"0,0104001001387394","238,537,717,133,286","1,287,285","1,197",7,"125,280,000,000,001","1,167",6,"0,131","0,123082381367293","0,00988255398388987","63,084,325,074,835","0,999262463736213",7,Control
321,NO,C286,5,NO,OXA-48,Ec,"0,0104001001387394","238,537,717,133,286","1,287,285","1,197",9,"1,273,255","1,213",6,"0,105","0,064852119197137","0,0104341322371952","461,802,429,306,623","0,998496205810464",9,Control
322,NO,C286,5,NO,OXA-48,Ec,"0,0104001001387394","238,537,717,133,286","1,287,285","1,197",11,"1279,77","1,222",6,"0,117","0,0869980770702896","0,00954716707581298","310,341,189,878,631","0,999777231991088",11,Control
323,NO,C286,5,NO,OXA-48,Ec,"0,0104001001387394","238,537,717,133,286","1,287,285","1,197",13,"133,142,000,000,001","1,239",6,"0,121","0,0726241737235698","0,0110989280932196","459,947,756,668,046","0,998491642187856",13,Control
324,NO,C286,5,NO,OXA-48,Ec,"0,0104001001387394","238,537,717,133,286","1,287,285","1,197",15,"128,622,999,999,999","1,23",6,"0,116","0,0784421341668705","0,00990971983666742","394,793,181,807,195","0,998117796871555",15,Control
325,NO,C309,0,NO,OXA-48,Ec,NA,NA,"135,357,000,000,002","1,287",1,"123,069,999,999,997","0,094",1,NA,NA,NA,NA,NA,1,Control
326,NO,C309,0,NO,OXA-48,Ec,NA,NA,"135,357,000,000,002","1,287",3,"135,357,000,000,002","1,287",1,NA,NA,NA,NA,NA,3,Control
327,NO,C309,0,NO,OXA-48,Ec,NA,NA,"135,357,000,000,002","1,287",5,"138,817,500,000,003","1,336",1,NA,NA,NA,NA,NA,5,Control
328,NO,C309,0,NO,OXA-48,Ec,NA,NA,"135,357,000,000,002","1,287",7,"1,438,075","1,345",1,NA,NA,NA,NA,NA,7,Control
329,NO,C309,0,NO,OXA-48,Ec,NA,NA,"135,357,000,000,002","1,287",9,"136,926,000,000,001","1,312",1,NA,NA,NA,NA,NA,9,Control
330,NO,C309,0,NO,OXA-48,Ec,NA,NA,"135,357,000,000,002","1,287",11,"130,489,499,999,998","1,25",1,NA,NA,NA,NA,NA,11,Control
331,NO,C309,0,NO,OXA-48,Ec,NA,NA,"135,357,000,000,002","1,287",13,"134,814,500,000,003","1,311",1,NA,NA,NA,NA,NA,13,Control
332,NO,C309,0,NO,OXA-48,Ec,NA,NA,"135,357,000,000,002","1,287",15,"139,372,999,999,998","1,336",1,NA,NA,NA,NA,NA,15,Control
333,NO,C309,1,NO,OXA-48,Ec,"0,0102250222371625","187,673,563,541,865","135,795,500,000,001","1,306",1,"724,3","0,909",2,NA,NA,NA,NA,NA,1,Control
334,NO,C309,1,NO,OXA-48,Ec,"0,0102250222371625","187,673,563,541,865","135,795,500,000,001","1,306",3,"135,795,500,000,001","1,306",2,"0,125","0,103174022484375","0,0102250222371625","187,673,563,541,865","0,999532001732396",3,Control
335,NO,C309,1,NO,OXA-48,Ec,"0,0102250222371625","187,673,563,541,865","135,795,500,000,001","1,306",5,"137,639,000,000,002","1,319",2,"0,104","0,0604508775272078","0,0124550734783931","435,613,492,403,751","0,995038438338984",5,Control
336,NO,C309,1,NO,OXA-48,Ec,"0,0102250222371625","187,673,563,541,865","135,795,500,000,001","1,306",7,"152,412,500,000,003","1,399",2,"0,129","0,0704856712098767","0,0117651721554078","513,722,155,925,046","0,998492659275347",7,Control
337,NO,C309,1,NO,OXA-48,Ec,"0,0102250222371625","187,673,563,541,865","135,795,500,000,001","1,306",9,"134,508,000,000,001","1,29",2,"0,111","0,0616551702437057","0,0119442257614315","492,265,570,415,714","0,997470608882252",9,Control
338,NO,C309,1,NO,OXA-48,Ec,"0,0102250222371625","187,673,563,541,865","135,795,500,000,001","1,306",11,"140,983,000,000,002","1,343",2,"0,109","0,080829637667641","0,00996494315702636","300,056,083,039,101","0,999176654970136",11,Control
339,NO,C309,1,NO,OXA-48,Ec,"0,0102250222371625","187,673,563,541,865","135,795,500,000,001","1,306",13,"1,374,805","1,33",2,"0,109","0,0437183679185923","0,0119305389729138","765,748,766,260,723","0,998631761328007",13,Control
340,NO,C309,1,NO,OXA-48,Ec,"0,0102250222371625","187,673,563,541,865","135,795,500,000,001","1,306",15,"139,187,500,000,002","1,333",2,"0,113","0,0625521844695448","0,0115976103409465","509,921,131,551,927","0,998192925950142",15,Control
341,NO,C309,2,NO,OXA-48,Ec,"0,0116144642087634","438,994,393,225,633","138,140,500,000,001","1,325",1,"693,395","0,946",3,"0,107","0,000594763420840026","0,0165794483962047","313,184,146,716,801","0,993580729625667",1,Control
342,NO,C309,2,NO,OXA-48,Ec,"0,0116144642087634","438,994,393,225,633","138,140,500,000,001","1,325",3,"138,140,500,000,001","1,325",3,"0,117","0,0702672245863532","0,0116144642087634","438,994,393,225,633","0,976625975302375",3,Control
343,NO,C309,2,NO,OXA-48,Ec,"0,0116144642087634","438,994,393,225,633","138,140,500,000,001","1,325",5,"140,210,000,000,002","1,346",3,"0,112","0,071295997722664","0,0113893500198691","396,562,295,112,878","0,998311538463613",5,Control
344,NO,C309,2,NO,OXA-48,Ec,"0,0116144642087634","438,994,393,225,633","138,140,500,000,001","1,325",7,"149,230,000,000,002","1,373",3,"0,136","0,0912195802049247","0,011489506629565","34,760,876,106,059","0,998378389213843",7,Control
345,NO,C309,2,NO,OXA-48,Ec,"0,0116144642087634","438,994,393,225,633",1.38E+14,"1,325",9.00E+00,"137,411,000,000,001","1,308",3,"0,118","0,0858314117690623","0,00918279901456176","346,625,881,642,827","0,99942262727257",9,Control
346,NO,C309,2,NO,OXA-48,Ec,"0,0116144642087634","438,994,393,225,633","138,140,500,000,001","1,325",11,"139,876,000,000,003","1,326",3,"0,108","0,0573525626745647","0,0129972896400198","486,958,217,639,452","0,993539394485121",11,Control
347,NO,C309,2,NO,OXA-48,Ec,"0,0116144642087634","438,994,393,225,633","138,140,500,000,001","1,325",13,"141,293,999,999,999","1,35",3,"0,108","0,0453669918335395","0,0123016217817048","705,066,741,624,349","0,996457828127308",13,Control
348,NO,C309,2,NO,OXA-48,Ec,"0,0116144642087634","438,994,393,225,633","138,140,500,000,001","1,325",15,"141,130,999,999,999","1,363",3,"0,116","0,0722381579813387","0,0101442477611514","466,887,039,898,328","0,997095867696204",15,Control
349,NO,C309,3,NO,OXA-48,Ec,"0,00861642323367484","281,640,559,611,487","140,189,000,000,002","1,343",1,"14,152,499,999,999","0,109",4,"0,097","0,00120272244722405","0,0119638535562901","366,948,932,019,397","0,991737116471237",1,Control
350,NO,C309,3,NO,OXA-48,Ec,"0,00861642323367484","281,640,559,611,487","140,189,000,000,002","1,343",3,"140,189,000,000,002","1,343",4,"0,13","0,101988598162693","0,00861642323367484","281,640,559,611,487","0,995966587347948",3,Control
351,NO,C309,3,NO,OXA-48,Ec,"0,00861642323367484","281,640,559,611,487","140,189,000,000,002","1,343",5,"142,096,000,000,002","1,36",4,"0,123","0,0858308649754418","0,0101388852062974","354,876,965,856,592","0,999159030130342",5,Control
352,NO,C309,3,NO,OXA-48,Ec,"0,00861642323367484","281,640,559,611,487","140,189,000,000,002","1,343",7,"148,002,000,000,001","1,367",4,"0,149","0,091239015476076","0,0122272259339096","401,124,262,955,745","0,998118072628305",7,Control
353,NO,C309,3,NO,OXA-48,Ec,"0,00861642323367484","281,640,559,611,487","140,189,000,000,002","1,343",9,"140,184,000,000,001","1,316",4,"0,131","0,0807185351701149","0,0109663329755585","441,559,722,333,625","0,998368678069641",9,Control
354,NO,C309,3,NO,OXA-48,Ec,"0,00861642323367484","281,640,559,611,487","140,189,000,000,002","1,343",11,"136,622,000,000,006","1,305",4,"0,122","0,0897106413197295","0,0101089034286959","304,119,682,759,154","0,999565141016113",11,Control
355,NO,C309,3,NO,OXA-48,Ec,"0,00861642323367484","281,640,559,611,487","140,189,000,000,002","1,343",13,"1,385,305","1,317",4,"0,123","0,0459997462475762","0,0121710472133526","808,105,052,929,668","0,997226184794929",13,Control
356,NO,C309,3,NO,OXA-48,Ec,"0,00861642323367484","281,640,559,611,487","140,189,000,000,002","1,343",15,"138,962,500,000,002","1,337",4,"0,105","0,0463514243820461","0,0119896290175253","682,013,035,114,238","0,994464335113312",15,Control
357,NO,C309,4,NO,OXA-48,Ec,"0,0119767200417391","433,857,433,128,053","140,142,000,000,002","1,335",1,"132,290,000,000,016","0,101",5,NA,NA,NA,NA,NA,1,Control
358,NO,C309,4,NO,OXA-48,Ec,"0,0119767200417391","433,857,433,128,053","140,142,000,000,002","1,335",3,"140,142,000,000,002","1,335",5,"0,121","0,0719644066094172","0,0119767200417391","433,857,433,128,053","0,984592815594271",3,Control
359,NO,C309,4,NO,OXA-48,Ec,"0,0119767200417391","433,857,433,128,053","140,142,000,000,002","1,335",5,"139,738,500,000,002","1,339",5,"0,121","0,0713909101240796","0,0115171067385276","458,118,523,619,519","0,999215070036135",5,Control
360,NO,C309,4,NO,OXA-48,Ec,"0,0119767200417391","433,857,433,128,053","140,142,000,000,002","1,335",7,"149,623,500,000,001","1,372",5,"0,142","0,0824819292603087","0,0123928038068646","438,357,482,284,438","0,995672949232269",7,Control
361,NO,C309,4,NO,OXA-48,Ec,"0,0119767200417391","433,857,433,128,053","140,142,000,000,002","1,335",9,"1408,78","1,345",5,"0,124","0,087988349059852","0,0111742094092889","307,025,888,251,241","0,998115824112709",9,Control
362,NO,C309,4,NO,OXA-48,Ec,"0,0119767200417391","433,857,433,128,053","140,142,000,000,002","1,335",11,"142,582,000,000,001","1,349",5,"0,122","0,0745943342276059","0,0105057325906389","468,274,330,090,749","0,996681284640167",11,Control
363,NO,C309,4,NO,OXA-48,Ec,"0,0119767200417391","433,857,433,128,053",1.40E+14,"1,335",13,"1451,2","1,365",5,"0,135","0,0674276007953322","0,0114672320571525","605,394,862,104,727","0,995152277800721",13,Control
364,NO,C309,4,NO,OXA-48,Ec,"0,0119767200417391","433,857,433,128,053","140,142,000,000,002","1,335",15,"145,499,000,000,001","1,376",5,"0,122","0,0513393430659801","0,0117720465061467","735,270,341,205,639","0,990117432401283",15,Control
365,NO,C309,5,NO,OXA-48,Ec,"0,0119832924389663","380,270,080,258,331","146,569,500,000,002","1,365",1,"103,091,000,000,001","1,151",6,NA,NA,NA,NA,NA,1,Control
366,NO,C309,5,NO,OXA-48,Ec,"0,0119832924389663","380,270,080,258,331","146,569,500,000,002","1,365",3,"146,569,500,000,002","1,365",6,"0,113","0,0716432585311978","0,0119832924389663","380,270,080,258,331","0,988175529722953",3,Control
367,NO,C309,5,NO,OXA-48,Ec,"0,0119832924389663","380,270,080,258,331","146,569,500,000,002","1,365",5,"143,908,000,000,001","1,358",6,"0,123","0,0804586775000104","0,0106095595707259","400,054,896,619,467","0,998695593382763",5,Control
368,NO,C309,5,NO,OXA-48,Ec,"0,0119832924389663","380,270,080,258,331","146,569,500,000,002","1,365",7,"1432,42","1,327",6,"0,151","0,0973959552025995","0,011991957680275","365,657,690,273,577","0,994928383351296",7,Control
369,NO,C309,5,NO,OXA-48,Ec,"0,0119832924389663","380,270,080,258,331","146,569,500,000,002","1,365",9,"1393,53","1,345",6,"0,119","0,0535887525803713","0,0125010258037291","638,175,058,189,798","0,982502805467865",9,Control
370,NO,C309,5,NO,OXA-48,Ec,"0,0119832924389663","380,270,080,258,331","146,569,500,000,002","1,365",11,"143,791,000,000,002","1,366",6,"0,122","0,0893662535775961","0,010328070042545","301,390,200,971,218","0,999425346488968",11,Control
371,NO,C309,5,NO,OXA-48,Ec,"0,0119832924389663","380,270,080,258,331","146,569,500,000,002","1,365",13,"1409,51","1,339",6,"0,123","0,0588273043832532","0,0130094882796909","566,954,081,615,741","0,993105248131111",13,Control
372,NO,C309,5,NO,OXA-48,Ec,"0,0119832924389663","380,270,080,258,331","146,569,500,000,002","1,365",15,"142,099,499,999,998","1,349",6,"0,119","0,0528569236886553","0,0128426552221965","631,905,761,641,416","0,999052220191009",15,Control
373,NO,C324,0,NO,OXA-48,Ec,NA,NA,"126,012,000,000,001","1,201",1,"969,679,999,999,994","1,088",1,NA,NA,NA,NA,NA,1,Control
374,NO,C324,0,NO,OXA-48,Ec,NA,NA,"126,012,000,000,001","1,201",3,"126,012,000,000,001","1,201",1,NA,NA,NA,NA,NA,3,Control
375,NO,C324,0,NO,OXA-48,Ec,NA,NA,"126,012,000,000,001","1,201",5,"1277,7","1,237",1,NA,NA,NA,NA,NA,5,Control
376,NO,C324,0,NO,OXA-48,Ec,NA,NA,"126,012,000,000,001","1,201",7,"1,340,795","1,261",1,NA,NA,NA,NA,NA,7,Control
377,NO,C324,0,NO,OXA-48,Ec,NA,NA,"126,012,000,000,001","1,201",9,"137,380,999,999,997","1,306",1,NA,NA,NA,NA,NA,9,Control
378,NO,C324,0,NO,OXA-48,Ec,NA,NA,"126,012,000,000,001","1,201",11,"1,183,465","1,143",1,NA,NA,NA,NA,NA,11,Control
379,NO,C324,0,NO,OXA-48,Ec,NA,NA,"126,012,000,000,001","1,201",13,"128,636,499,999,997","1,233",1,NA,NA,NA,NA,NA,13,Control
380,NO,C324,0,NO,OXA-48,Ec,NA,NA,1.26E+14,"1,201",15,"123,627,999,999,997","1,212",1,NA,NA,NA,NA,NA,15,Control
381,NO,C324,1,NO,OXA-48,Ec,"0,0127458889172797","262,122,449,503,649","126,239,999,999,993","1,226",1,"891,165,000,000,007","1,02",2,"0,096","0,0236945507745109","0,0123435927870369","113,346,504,460,114","0,999156628545281",1,Control
382,NO,C324,1,NO,OXA-48,Ec,"0,0127458889172797","262,122,449,503,649","126,239,999,999,993","1,226",3,"126,239,999,999,993","1,226",2,"0,142","0,101669636113993","0,0127458889172797","262,122,449,503,649","0,996578100194784",3,Control
383,NO,C324,1,NO,OXA-48,Ec,"0,0127458889172797","262,122,449,503,649","126,239,999,999,993","1,226",5,"1,260,615","1,211",2,"0,115","0,0976077554106909","0,0105407069696623","155,563,737,231,201","0,99948665277089",5,Control
384,NO,C324,1,NO,OXA-48,Ec,"0,0127458889172797","262,122,449,503,649","126,239,999,999,993","1,226",7,"1310,67","1,224",2,"0,139","0,106381718783974","0,0107551764948459","248,661,830,006,656","0,998482430585989",7,Control
385,NO,C324,1,NO,OXA-48,Ec,"0,0127458889172797","262,122,449,503,649","126,239,999,999,993","1,226",9,"1293,46","1,213",2,"0,111","0,0703326439474055","0,0119215080782622","382,748,688,548,961","0,999075587427184",9,Control
386,NO,C324,1,NO,OXA-48,Ec,"0,0127458889172797","262,122,449,503,649","126,239,999,999,993","1,226",11,"1,322,385","1,254",2,"0,117","0,101067319230114","0,00965678709600483","151,589,873,009,334","0,999166090405019",11,Control
387,NO,C324,1,NO,OXA-48,Ec,"0,0127458889172797","262,122,449,503,649","126,239,999,999,993","1,226",13,"122,878,499,999,997","1,182",2,"0,11","0,0645830282218735","0,0121376734041792","438,740,352,299,599","0,999689907847538",13,Control
388,NO,C324,1,NO,OXA-48,Ec,"0,0127458889172797","262,122,449,503,649","126,239,999,999,993","1,226",15,"1,252,565","1,203",2,"0,107","0,0612740816547874","0,0115092217966771","484,369,753,474,526","0,999444115277417",15,Control
389,NO,C324,2,NO,OXA-48,Ec,"0,0106170537124515","209,048,532,233,612","138,460,000,000,002","1,28",1,"84,261,500,000,001","0,952",3,"0,099","0,0164013360967954","0,0118368250557366","151,878,315,413,205","0,999653512522713",1,Control
390,NO,C324,2,NO,OXA-48,Ec,"0,0106170537124515","209,048,532,233,612","138,460,000,000,002","1,28",3,"138,460,000,000,002","1,28",3,"0,133","0,106527288108331","0,0106170537124515","209,048,532,233,612","0,999531131905745",3,Control
391,NO,C324,2,NO,OXA-48,Ec,"0,0106170537124515","209,048,532,233,612","138,460,000,000,002","1,28",5,"1251,82","1,209",3,"0,124","0,0951199703428099","0,0104529064431517","25,365,445,146,922","0,999502206875743",5,Control
392,NO,C324,2,NO,OXA-48,Ec,"0,0106170537124515","209,048,532,233,612","138,460,000,000,002","1,28",7,"1304,55","1,238",3,"0,174","0,154632879749124","0,00962151968576831","12,264,331,755,459","0,997989881812453",7,Control
393,NO,C324,2,NO,OXA-48,Ec,"0,0106170537124515","209,048,532,233,612","138,460,000,000,002","1,28",9,"1,221,185","1,165",3,"0,146","0,13161061924153","0,0090684519207769","11,441,744,815,367","0,999446878045433",9,Control
394,NO,C324,2,NO,OXA-48,Ec,"0,0106170537124515","209,048,532,233,612","138,460,000,000,002","1,28",11,"131,923,999,999,998","1,248",3,"0,128","0,110070160104754","0,0104005128168324","145,100,808,941,849","0,999563486070841",11,Control
395,NO,C324,2,NO,OXA-48,Ec,"0,0106170537124515","209,048,532,233,612","138,460,000,000,002","1,28",13,"1329,76","1,274",3,"0,12","0,0863864500892666","0,0107955470093804","304,441,179,919,579","0,998652527687637",13,Control
396,NO,C324,2,NO,OXA-48,Ec,"0,0106170537124515","209,048,532,233,612","138,460,000,000,002","1,28",15,"126,759,499,999,999","1,24",3,"0,116","0,0722741354192544","0,0117059861614218","404,172,582,410,024","0,999561976631874",15,Control
